best_epoch,best_val_loss,best_val_exact_match,best_val_hamming_acc,best_val_mean_iou,best_val_precision_micro,best_val_recall_micro,best_val_f1_micro,best_val_f1_macro,test_loss,test_exact_match,test_hamming_acc,test_mean_iou,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,checkpoint_path,split_json,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
17,0.17567056946992524,0.5756241083145142,0.9456681609153748,0.747360348701477,0.8654223680496216,0.7415825128555298,0.798730731010437,0.7962793707847595,0.1888347246036851,0.5425220131874084,0.9419599175453186,0.723069429397583,0.8491508364677429,0.7240204215049744,0.7816091775894165,0.7831661701202393,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,splits/split_seed42.json,True,False,42,0.5,0.0001,32,11182668
