epoch,train_loss,train_exact_match,train_hamming_acc,train_mean_iou,train_precision_micro,train_recall_micro,train_f1_micro,train_f1_macro,val_loss,val_exact_match,val_hamming_acc,val_mean_iou,val_precision_micro,val_recall_micro,val_f1_micro,val_f1_macro,saved_checkpoint,checkpoint_path,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
1,0.37359782089977145,0.2402515709400177,0.8424528241157532,0.45537975430488586,0.46931007504463196,0.5260444283485413,0.4960603415966034,0.5004705786705017,0.2238975762664484,0.4229075014591217,0.9247429966926575,0.6271781921386719,0.8489646911621094,0.5867003202438354,0.6938775777816772,0.6873387694358826,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
2,0.18118016131269107,0.48522013425827026,0.9368710517883301,0.6786800026893616,0.9079147577285767,0.6362666487693787,0.7481968998908997,0.7471349239349365,0.19028637406146823,0.47136563062667847,0.9325746297836304,0.6704233884811401,0.8648338913917542,0.6355218887329102,0.7326540350914001,0.7285506725311279,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
3,0.12781645696867938,0.6251572370529175,0.9564989805221558,0.7865940928459167,0.9402620196342468,0.7527111172676086,0.8360979557037354,0.835693895816803,0.17637218963819803,0.5110132098197937,0.9363681077957153,0.6969652771949768,0.8638344407081604,0.6675084233283997,0.7530864477157593,0.7501530051231384,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
4,0.08658397137743871,0.7622641324996948,0.9749214053153992,0.8778025507926941,0.9728525280952454,0.8536888957023621,0.9093835949897766,0.9085012078285217,0.17410206339607856,0.5183553695678711,0.9371023178100586,0.6985682845115662,0.8569915294647217,0.6809764504432678,0.7589118480682373,0.7573645114898682,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
5,0.06135678635265842,0.8465408682823181,0.9847484230995178,0.9278481602668762,0.9831385612487793,0.9121778011322021,0.9463297724723816,0.9459435343742371,0.16916361175444683,0.5403817892074585,0.9395496845245361,0.714942991733551,0.8644958138465881,0.6927609443664551,0.7691588997840881,0.7678235173225403,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
6,0.04481457938094559,0.900628924369812,0.990644633769989,0.9560384154319763,0.9908684492111206,0.9452444314956665,0.9675188660621643,0.9675838351249695,0.16984765113450356,0.5433186292648315,0.937714159488678,0.7140234708786011,0.8482051491737366,0.6961279511451721,0.7646787166595459,0.7636117935180664,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
7,0.035349004134629505,0.9336478114128113,0.9935534596443176,0.9692908525466919,0.9917718172073364,0.9642666578292847,0.9778258800506592,0.9777434468269348,0.16862163919184175,0.5594713687896729,0.9422417879104614,0.7299559116363525,0.8660531640052795,0.7129629850387573,0.7820867896080017,0.7795959115028381,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
8,0.027917814423453133,0.950628936290741,0.9954140186309814,0.9785190224647522,0.9963570237159729,0.9724444150924683,0.9842554926872253,0.9842650890350342,0.16999747200421825,0.5491923689842224,0.9408957362174988,0.7257709503173828,0.85859614610672,0.7104377150535583,0.7775219082832336,0.7760653495788574,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
9,0.024562217395916675,0.9553459286689758,0.9959643483161926,0.9804425835609436,0.9960108995437622,0.9765333533287048,0.9861759543418884,0.9864516854286194,0.17026028441875166,0.5594713687896729,0.9419970512390137,0.7297479510307312,0.8577154278755188,0.7205387353897095,0.7831655740737915,0.7811309695243835,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
10,0.01858507991774277,0.9751572608947754,0.9978249669075012,0.9896982908248901,0.9978440403938293,0.9873777627944946,0.9925833344459534,0.9926019310951233,0.16913224971154361,0.5609397888183594,0.9423641562461853,0.7291029095649719,0.8661900162696838,0.7138047218322754,0.7826488018035889,0.7800695300102234,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
11,0.01679566763341427,0.9795597195625305,0.9982179999351501,0.991462230682373,0.9983856678009033,0.9895111322402954,0.9939285516738892,0.9940515160560608,0.17235608015991694,0.5506607890129089,0.9415075778961182,0.7294489741325378,0.8453307151794434,0.7314814925193787,0.7842960357666016,0.7814621925354004,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
12,0.013706619114433445,0.9849056601524353,0.9987159371376038,0.9943291544914246,0.9992836713790894,0.9919999837875366,0.9956285357475281,0.9956160187721252,0.17222402744793858,0.5712187886238098,0.9438325762748718,0.7335711121559143,0.8655967712402344,0.7264309525489807,0.7899313569068909,0.7856137156486511,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
13,0.011860354510633825,0.9896226525306702,0.9990565776824951,0.9957128167152405,0.9992853403091431,0.9943110942840576,0.9967920184135437,0.9968578219413757,0.16937805885085275,0.5770925283432007,0.9449338912963867,0.7381232380867004,0.8719757795333862,0.7281144857406616,0.7935779690742493,0.7911748886108398,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
14,0.010165956519169253,0.9893081784248352,0.9991090297698975,0.9957022666931152,0.999107301235199,0.9948444366455078,0.9969713091850281,0.9969427585601807,0.17138952767358828,0.5712187886238098,0.943710207939148,0.7346479296684265,0.8661971688270569,0.7247474789619446,0.7891842126846313,0.7866984009742737,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
15,0.00945937324713611,0.9908804893493652,0.9992138147354126,0.996383547782898,0.9994643926620483,0.995199978351593,0.9973276257514954,0.9973206520080566,0.17962384523711716,0.5462555289268494,0.9411404728889465,0.7277078628540039,0.8482758402824402,0.7247474789619446,0.7816613912582397,0.7792890071868896,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
16,0.009307887039656909,0.9902516007423401,0.9991876482963562,0.9961972236633301,0.9996427297592163,0.9948444366455078,0.9972378015518188,0.9972856640815735,0.1762516265967519,0.5712187886238098,0.9423641562461853,0.7410845756530762,0.8457087874412537,0.7382155060768127,0.7883145809173584,0.7865400314331055,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
17,0.008254306750524344,0.9946540594100952,0.9995282888412476,0.9980577826499939,0.9996435642242432,0.9971555471420288,0.9983980059623718,0.9983907341957092,0.17567056946992524,0.5756241083145142,0.9456681609153748,0.747360348701477,0.8654223680496216,0.7415825128555298,0.798730731010437,0.7962793707847595,True,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
18,0.008014371837694314,0.9915094375610352,0.9992924332618713,0.9963469505310059,0.9996429681777954,0.995555579662323,0.9975950717926025,0.9975940585136414,0.1840502482547634,0.5638766288757324,0.9422417879104614,0.7342563271522522,0.8468992114067078,0.7356902360916138,0.7873873710632324,0.784991979598999,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
19,0.007578767896424862,0.9905660152435303,0.9992138147354126,0.995893120765686,0.9992861151695251,0.995377779006958,0.9973281025886536,0.9974154829978943,0.18190632552652458,0.5770925283432007,0.9440773129463196,0.7483882308006287,0.8490926623344421,0.7483165264129639,0.7955257296562195,0.7942865490913391,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
20,0.007386906764839055,0.9889937043190002,0.9990565776824951,0.9954559803009033,0.9987506866455078,0.9948444366455078,0.9967937469482422,0.9969711303710938,0.18543991415861244,0.5712187886238098,0.9412628412246704,0.739972710609436,0.8265682458877563,0.7542087435722351,0.7887324094772339,0.7869086265563965,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
21,0.006979364646399546,0.9911949634552002,0.9992662668228149,0.9960691332817078,0.9996429085731506,0.995377779006958,0.997505784034729,0.9975531697273254,0.1823318143554371,0.5594713687896729,0.9435878396034241,0.736469566822052,0.854634165763855,0.7373737096786499,0.7916855216026306,0.789580762386322,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
22,0.00645848569348923,0.99245285987854,0.9993710517883301,0.9969078302383423,0.9987533688545227,0.9969778060913086,0.9978647828102112,0.9979432225227356,0.18480553319363166,0.5638766288757324,0.9424865245819092,0.7362701892852783,0.8399621248245239,0.746632993221283,0.79055255651474,0.7881038784980774,False,runs\resnet18_fullft_lr1e4\best_resnet18_multilabel.pth,True,False,42,0.5,0.0001,32,11182668
