best_epoch,best_val_loss,best_val_exact_match,best_val_hamming_acc,best_val_mean_iou,best_val_precision_micro,best_val_recall_micro,best_val_f1_micro,best_val_f1_macro,test_loss,test_exact_match,test_hamming_acc,test_mean_iou,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,checkpoint_path,split_json,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
35,0.7305577356209664,0.18795888125896454,0.8351688981056213,0.3143661320209503,0.41812562942504883,0.341750830411911,0.3761000335216522,0.3728315532207489,0.6857990526383922,0.19501465559005737,0.8420087695121765,0.32023459672927856,0.43743428587913513,0.35434412956237793,0.3915294110774994,0.3878808915615082,runs\vitb32_fullft_lr3e4\best_vitb32_multilabel.pth,splits/split_seed42.json,True,False,42,0.5,0.0003,32,87464460
