epoch,train_loss,train_exact_match,train_hamming_acc,train_mean_iou,train_precision_micro,train_recall_micro,train_f1_micro,train_f1_macro,val_loss,val_exact_match,val_hamming_acc,val_mean_iou,val_precision_micro,val_recall_micro,val_f1_micro,val_f1_macro,saved_checkpoint,checkpoint_path,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
1,0.49841296335436264,0.06729559600353241,0.8062106966972351,0.15384484827518463,0.2805059552192688,0.20106667280197144,0.23423422873020172,0.2309579998254776,0.354227339731264,0.15124815702438354,0.8811796307563782,0.2510850131511688,0.8422712683677673,0.22474747896194458,0.354817271232605,0.3309631943702698,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
2,0.31349762978043944,0.17955975234508514,0.8860586881637573,0.297575980424881,0.8793820738792419,0.2631111145019531,0.4050355851650238,0.3865636885166168,0.2695554396829591,0.2980910539627075,0.9054087400436401,0.4787008464336395,0.8396071791648865,0.4318181872367859,0.5703168511390686,0.5513264536857605,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
3,0.24870297605136654,0.31069183349609375,0.9076257944107056,0.48845168948173523,0.8731343150138855,0.4368000030517578,0.5822964906692505,0.5733731985092163,0.22408574156561611,0.3876652121543884,0.918257474899292,0.5849013924598694,0.8561643958091736,0.5260942578315735,0.6517205238342285,0.6419969201087952,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
4,0.20553309756255,0.4040880501270294,0.9234800934791565,0.6062044501304626,0.8836879730224609,0.5537777543067932,0.6808742880821228,0.6781551837921143,0.20329812385699822,0.4449339210987091,0.9268233180046082,0.6463184356689453,0.8597561120986938,0.5934343338012695,0.7021912336349487,0.6959260106086731,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
5,0.17513406719051816,0.4707547128200531,0.934565007686615,0.6748557686805725,0.9004096388816833,0.6252444386482239,0.7380127906799316,0.7356798648834229,0.18423537207595053,0.5007342100143433,0.9333088397979736,0.6864135265350342,0.8657565712928772,0.6405723690986633,0.7363328337669373,0.7323563098907471,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
6,0.1513241820365378,0.5415094494819641,0.9456760883331299,0.7324124574661255,0.9232602715492249,0.6887111067771912,0.7889217138290405,0.787325382232666,0.1772415078465284,0.5198237895965576,0.937714159488678,0.7073456048965454,0.8743109107017517,0.6675084233283997,0.7570405602455139,0.7524248957633972,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
7,0.12683814971139595,0.6097484230995178,0.9560796618461609,0.7871960401535034,0.9404416680335999,0.7495111227035522,0.8341907262802124,0.8324056267738342,0.1657404049946523,0.5315712094306946,0.9410181045532227,0.7265925407409668,0.8707982897758484,0.6978114247322083,0.7747663259506226,0.771937370300293,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
8,0.11271876482843603,0.6323899626731873,0.9594863653182983,0.8061085343360901,0.9400215744972229,0.774577796459198,0.849317729473114,0.8485077023506165,0.1595610523057579,0.5521292090415955,0.9430983662605286,0.7402244806289673,0.8662614226341248,0.7196969985961914,0.7862069010734558,0.7830705642700195,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
9,0.09608613327614167,0.696540892124176,0.9677672982215881,0.8462870717048645,0.9567657709121704,0.8183110952377319,0.882138729095459,0.8817526698112488,0.15738734815176714,0.5653451085090637,0.9426088929176331,0.7492448091506958,0.8507317304611206,0.7340067625045776,0.7880704998970032,0.7857410907745361,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
10,0.08277356568372475,0.7396226525306702,0.9730346202850342,0.8746758103370667,0.9603365659713745,0.8522666692733765,0.9030799865722656,0.9024819731712341,0.1518044372180835,0.5829662084579468,0.9459128975868225,0.7586881518363953,0.8642578125,0.7449495196342468,0.8001808524131775,0.7989456653594971,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
11,0.07000917941331863,0.7858490347862244,0.9777253866195679,0.8967767953872681,0.9695181846618652,0.8764444589614868,0.920634925365448,0.9202705025672913,0.15055306870681773,0.5859031081199646,0.9453010559082031,0.7580798268318176,0.8559077978134155,0.75,0.7994616627693176,0.7985003590583801,False,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
12,0.06037015067706318,0.8081761002540588,0.9812368750572205,0.9118143320083618,0.9712036848068237,0.8993777632713318,0.9339117407798767,0.9328709244728088,0.1531500323140849,0.5888399481773376,0.9461576342582703,0.7676141262054443,0.8475836515426636,0.7676767706871033,0.8056536912918091,0.8051674365997314,True,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,True,False,42,0.5,0.0001,32,4022920
