best_epoch,best_val_loss,best_val_exact_match,best_val_hamming_acc,best_val_mean_iou,best_val_precision_micro,best_val_recall_micro,best_val_f1_micro,best_val_f1_macro,test_loss,test_exact_match,test_hamming_acc,test_mean_iou,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,checkpoint_path,split_json,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
24,0.1697394386831009,0.6240822076797485,0.9482378959655762,0.779043436050415,0.8486782312393188,0.7836700081825256,0.8148796558380127,0.8144174218177795,0.17272783310051537,0.6055718660354614,0.9490469098091125,0.7749266624450684,0.850138783454895,0.7827938795089722,0.8150776028633118,0.8179745674133301,runs\efficientnet_b0_fullft_lr1e4\best_efficientnet_b0_multilabel.pth,splits/split_seed42.json,True,False,42,0.5,0.0001,32,4022920
