best_epoch,best_val_loss,best_val_exact_match,best_val_hamming_acc,best_val_mean_iou,best_val_precision_micro,best_val_recall_micro,best_val_f1_micro,best_val_f1_macro,test_loss,test_exact_match,test_hamming_acc,test_mean_iou,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,checkpoint_path,split_json,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
20,0.252942198086065,0.35242289304733276,0.9089574217796326,0.5627998113632202,0.75,0.560606062412262,0.6416184902191162,0.6333809494972229,0.25353185190133687,0.32404690980911255,0.9070137143135071,0.5349218249320984,0.7490953207015991,0.5289608240127563,0.6200699210166931,0.6203587055206299,runs\resnet18_headonly_lr1e3\best_resnet18_multilabel.pth,splits/split_seed42.json,True,True,42,0.5,0.001,32,6156
