best_epoch,best_val_loss,best_val_exact_match,best_val_hamming_acc,best_val_mean_iou,best_val_precision_micro,best_val_recall_micro,best_val_f1_micro,best_val_f1_macro,test_loss,test_exact_match,test_hamming_acc,test_mean_iou,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,checkpoint_path,split_json,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
20,0.13599619225608445,0.6784141063690186,0.9593734741210938,0.8239844441413879,0.885585606098175,0.8274410963058472,0.8555265665054321,0.8549618721008301,0.14264294175196254,0.6686217188835144,0.9579667448997498,0.810581624507904,0.8814338445663452,0.8168654441833496,0.8479222059249878,0.850294291973114,runs\densenet121_fullft_lr1e4\best_densenet121_multilabel.pth,splits/split_seed42.json,True,False,42,0.5,0.0001,32,6966156
