best_epoch,best_val_loss,best_val_exact_match,best_val_hamming_acc,best_val_mean_iou,best_val_precision_micro,best_val_recall_micro,best_val_f1_micro,best_val_f1_macro,test_loss,test_exact_match,test_hamming_acc,test_mean_iou,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,checkpoint_path,split_json,pretrained,freeze_backbone,seed,threshold,lr,batch_size,param_count
14,0.19561437695737102,0.4757709205150604,0.9287812113761902,0.6855570077896118,0.7907869219779968,0.6936026811599731,0.7390134334564209,0.7376711964607239,0.18512270765657649,0.5029325485229492,0.9338954091072083,0.7055474519729614,0.8136768937110901,0.6993185877799988,0.7521759271621704,0.7549821734428406,runs\vitb32_headonly_lr1e3\best_vitb32_multilabel.pth,splits/split_seed42.json,True,True,42,0.5,0.001,32,9228
